title,mileage,price,location,link,date_scraped
1987 Chevrolet sprint Turbo,50K miles,"$2,800","Phoenix, AZ",www.facebook.com/marketplace/item/775868503441729/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Saturn vue,140K miles,"$3,600","Phoenix, AZ",www.facebook.com/marketplace/item/1197909317509431/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2022 Nissan altima,4.6K miles,"$23,700","Tolleson, AZ",www.facebook.com/marketplace/item/1167261937247456/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Kia soul Wagon 4D,121K miles,"$8,500","Phoenix, AZ",www.facebook.com/marketplace/item/1703111536752219/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Chrysler 200C Sedan 4D,128K miles,"$7,500","Phoenix, AZ",www.facebook.com/marketplace/item/544467724381307/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2000 Honda accord DX Sedan 4D,1.8K miles,"$1,500","Phoenix, AZ",www.facebook.com/marketplace/item/196478882973057/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2000 Toyota 4runner Limited Sport Utility 4D,180K miles,"$15,000","Phoenix, AZ",www.facebook.com/marketplace/item/1076488076640188/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Mercedes-Benz cla-class,170K miles · Dealership,"$12,999","Phoenix, AZ",www.facebook.com/marketplace/item/685914203222310/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Ford mustang GT Premium Coupe 2D,69K miles,"$22,000","Phoenix, AZ",www.facebook.com/marketplace/item/1257903458271375/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1966 Chevrolet impala SS Sedan 4D,11K miles,"$7,500","Mesa, AZ",www.facebook.com/marketplace/item/1208537016462530/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2000 Chevrolet silverado 1500 Short Bed,150K miles,"$9,500","Phoenix, AZ",www.facebook.com/marketplace/item/504979585047215/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Chevrolet silverado 1500 LT Pickup 4D 5 3/4 ft,90K miles,"$10,800","Phoenix, AZ",www.facebook.com/marketplace/item/898130224787080/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1983 Buick regal,88K miles,"$5,500","Gilbert, AZ",www.facebook.com/marketplace/item/193409420041304/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Chrysler 200C Sedan 4D,100K miles,"$7,000","Phoenix, AZ",www.facebook.com/marketplace/item/920655525726513/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 GMC sierra SLE Pickup 4D 5 3/4 ft,92K miles,"$17,000","Phoenix, AZ",www.facebook.com/marketplace/item/697667822147651/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Jeep grand cherokee Limited 75th Anniversary Edition Sport Utility 4D,51K miles,"$1,111,111","Phoenix, AZ",www.facebook.com/marketplace/item/2208162182904942/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1997 Lexus sc300,219K miles,"$6,000","Phoenix, AZ",www.facebook.com/marketplace/item/1145268252659118/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2003 Hyundai sonata,174K miles,"$1,800","Phoenix, AZ",www.facebook.com/marketplace/item/1543475989467916/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Toyota 4runner SR5 Sport Utility 4D,136K miles,"$22,500","Phoenix, AZ",www.facebook.com/marketplace/item/1301510390434849/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Genesis g35,150K miles,"$1,000","Phoenix, AZ",www.facebook.com/marketplace/item/764308681484607/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1978 Ford pinto crusin wagon,136K miles,"$5,500","Phoenix, AZ",www.facebook.com/marketplace/item/3404925523115596/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1986 Dodge d150 Long Bed,150K miles,"$4,500","Phoenix, AZ",www.facebook.com/marketplace/item/3360192797565158/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Dodge ram 1500 Laramie Pickup 4D 5 1/2 ft,118K miles,"$13,000","Phoenix, AZ",www.facebook.com/marketplace/item/119398507596184/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Infiniti q50 3.0t Premium Sedan 4D,80K miles,"$16,000","Phoenix, AZ",www.facebook.com/marketplace/item/509554151352244/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1979 GMC rally wagon 2500,9.3K miles,"$3,000","Mesa, AZ",www.facebook.com/marketplace/item/1821277574925121/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Dodge ram HEMI,39K miles,"$28,995","Phoenix, AZ",www.facebook.com/marketplace/item/153591137498992/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Ford f-150 XL Pickup 4D 5 1/2 ft,47K miles,"$26,500","Phoenix, AZ",www.facebook.com/marketplace/item/586355916435927/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Chevrolet silverado 1500 LT Pickup 4D 5 3/4 ft,83K miles,"$27,000","Phoenix, AZ",www.facebook.com/marketplace/item/209830734957393/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Hyundai azera Sedan 4D,138K miles,"$4,800","Tempe, AZ",www.facebook.com/marketplace/item/763336221898267/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Nissan altima 2.5 S Coupe 2D,150K miles,"$2,800","Tempe, AZ",www.facebook.com/marketplace/item/613151203978174/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Hyundai Sonata,112K miles,"$7,950","Phoenix, AZ",www.facebook.com/marketplace/item/872865323822526/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Pontiac solstice Convertible 2D,104K miles,"$4,230","Peoria, AZ",www.facebook.com/marketplace/item/1392996798127331/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Hyundai sonata Limited Sedan 4D,82K miles,"$8,400","Phoenix, AZ",www.facebook.com/marketplace/item/569913735175397/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 BMW series 3,125K miles,"$3,800","Tempe, AZ",www.facebook.com/marketplace/item/891263355537901/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Ford fusion SEL Sedan 4D,181K miles,"$4,000","Tempe, AZ",www.facebook.com/marketplace/item/1538654436643258/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Nissan murano S Sport Utility 4D,200K miles,"$2,500","Phoenix, AZ",www.facebook.com/marketplace/item/890407471991840/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Ford focus S Sedan 4D,106K miles,"$5,900","Tempe, AZ",www.facebook.com/marketplace/item/1159990138000533/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Honda civic LX Sedan 4D,160K miles,"$7,000","Phoenix, AZ",www.facebook.com/marketplace/item/748962266512763/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2003 Hyundai elantra GLS Sedan 4D,68K miles,"$1,850","Phoenix, AZ",www.facebook.com/marketplace/item/753816702660680/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Mazda mazda3 i SV Sedan 4D,140K miles,"$5,700","Phoenix, AZ",www.facebook.com/marketplace/item/799348268001942/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Nissan altima 2.5 S (2017.5) Sedan 4D,53K miles · Dealership,"$10,500","Phoenix, AZ",www.facebook.com/marketplace/item/1259085751610692/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 BMW series 3,140K miles,"$7,000","Phoenix, AZ",www.facebook.com/marketplace/item/891916095418233/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 Chrysler pt cruiser London Taxi international,88K miles,"$5,500","Phoenix, AZ",www.facebook.com/marketplace/item/916009149823939/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Nissan armada SE Sport Utility 4D,101K miles,"$6,300","Phoenix, AZ",www.facebook.com/marketplace/item/1212043686098702/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Volkswagen beetle,61K miles,"$7,900","Phoenix, AZ",www.facebook.com/marketplace/item/600046951552731/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Ford focus,142K miles · Dealership,"$4,900","Glendale, AZ",www.facebook.com/marketplace/item/156563700541136/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Ford fusion SE Sedan 4D,68K miles,"$8,500","Phoenix, AZ",www.facebook.com/marketplace/item/3414462335547526/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 Lexus ls430,146K miles,"$3,500","Tempe, AZ",www.facebook.com/marketplace/item/753133879660525/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 BMW 750 li,81K miles,"$3,900","Chandler, AZ",www.facebook.com/marketplace/item/723995236050698/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 MINI Cooper S Hatchback 2D,151K miles,"$3,000","Phoenix, AZ",www.facebook.com/marketplace/item/907025923885074/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Nissan altima 2.5 S Sedan 4D,144K miles,"$5,900","Phoenix, AZ",www.facebook.com/marketplace/item/891629115513815/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Nissan 350z Enthusiast Roadster 2D,163K miles,"$4,869","Peoria, AZ",www.facebook.com/marketplace/item/638766791387606/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Toyota corolla,280K miles,"$3,300","Phoenix, AZ",www.facebook.com/marketplace/item/1815516645483646/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Lexus es,126K miles,"$5,500","Avondale, AZ",www.facebook.com/marketplace/item/974443847255314/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Dodge dart SXT Sedan 4D,175K miles,"$4,900","Phoenix, AZ",www.facebook.com/marketplace/item/736532787827590/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Chevrolet impala LT Sedan 4D,167K miles,"$2,900","Phoenix, AZ",www.facebook.com/marketplace/item/1381994315702699/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Dodge grand caravan,90K miles,"$1,500","Phoenix, AZ",www.facebook.com/marketplace/item/877123116874363/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Honda pilot EX-L Sport Utility 4D,72K miles,"$22,500","Phoenix, AZ",www.facebook.com/marketplace/item/3108599492775465/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2020 Kia optima,48K miles,"$1,500","Chandler, AZ",www.facebook.com/marketplace/item/678950500697888/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Toyota corolla LE Sedan 4D,103K miles,"$5,000","Phoenix, AZ",www.facebook.com/marketplace/item/3145775225713549/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2003 Volkswagen jetta GL Sedan 4D,104K miles,"$2,500","Surprise, AZ",www.facebook.com/marketplace/item/5932360170189256/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Kia optima LX Sedan 4D,120K miles,"$3,500","Phoenix, AZ",www.facebook.com/marketplace/item/471854698426857/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Kia soul Wagon 4D,110K miles,"$6,000","Phoenix, AZ",www.facebook.com/marketplace/item/1225899001690858/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1996 Honda accord,251K miles,"$3,000","Phoenix, AZ",www.facebook.com/marketplace/item/519144253706439/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Hyundai veloster Turbo Coupe 3D,64K miles · Dealership,"$8,500","Phoenix, AZ",www.facebook.com/marketplace/item/100974726273845/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Lincoln mkx Sport Utility 4D,123K miles,"$5,900","Phoenix, AZ",www.facebook.com/marketplace/item/1242112813086648/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Toyota camry SE Sedan 4D,111K miles,"$7,700","Phoenix, AZ",www.facebook.com/marketplace/item/1211958279434900/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Honda accord EX Sedan 4D,194K miles,"$3,800","Glendale, AZ",www.facebook.com/marketplace/item/1401269530618239/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Mazda,123K miles,"$3,800","Mesa, AZ",www.facebook.com/marketplace/item/756885895671567/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 BMW z3,144K miles,"$5,000","Phoenix, AZ",www.facebook.com/marketplace/item/516059964041603/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 Toyota avalon (( needs engine )) XL Sedan 4D,127K miles,"$1,700","Mesa, AZ",www.facebook.com/marketplace/item/499030695763031/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2019 Subaru outback 2.5i Wagon 4D,67K miles,"$19,000","Phoenix, AZ",www.facebook.com/marketplace/item/962056488286299/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Dodge durango SXT Sport Utility 4D,50K miles,"$3,000","Phoenix, AZ",www.facebook.com/marketplace/item/896254458056225/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Honda fit Sport Hatchback 4D,170K miles,"$4,350","Phoenix, AZ",www.facebook.com/marketplace/item/128752073223364/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Honda civic LX Sedan 4D,50K miles,"$12,500","Phoenix, AZ",www.facebook.com/marketplace/item/3894425447363396/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Infiniti coupe,180K miles,"$5,000","Phoenix, AZ",www.facebook.com/marketplace/item/591789509187113/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Toyota camry LE Sedan 4D,142K miles,"$4,800","Scottsdale, AZ",www.facebook.com/marketplace/item/6189573227772424/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Volkswagen gti 2.0T Hatchback Sedan 4D,137K miles,"$5,000","Phoenix, AZ",www.facebook.com/marketplace/item/586800969720935/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 BMW mini cooper,136K miles,"$1,600","Phoenix, AZ",www.facebook.com/marketplace/item/747388173350142/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Chevrolet cruze LS Sedan 4D,122K miles,"$4,250","Avondale, AZ",www.facebook.com/marketplace/item/196080729677891/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 BMW series 3,199K miles,"$1,400","Phoenix, AZ",www.facebook.com/marketplace/item/558339886321706/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Honda accord EX Sedan 4D,110K miles,"$1,000","Phoenix, AZ",www.facebook.com/marketplace/item/561658042532819/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Toyota corolla,90K miles,"$11,300","Glendale, AZ",www.facebook.com/marketplace/item/898423284607444/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Dodge charger SE Sedan 4D,131K miles,"$9,500","Phoenix, AZ",www.facebook.com/marketplace/item/546977110742954/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 BMW series 3,107K miles,"$7,700","Phoenix, AZ",www.facebook.com/marketplace/item/1222667015040833/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Nissan cube Wagon 4D,200K miles,"$3,000","Phoenix, AZ",www.facebook.com/marketplace/item/1325285608037639/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 GMC terrain SLE-2 Sport Utility 4D,126K miles,"$7,500","Phoenix, AZ",www.facebook.com/marketplace/item/728544898727185/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Ford gt Coupe 2D,150K miles,"$8,000","Phoenix, AZ",www.facebook.com/marketplace/item/717192643449467/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Jeep patriot,152K miles,"$6,400","Phoenix, AZ",www.facebook.com/marketplace/item/1157268764991254/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Hyundai sonata,140K miles,"$8,200","Phoenix, AZ",www.facebook.com/marketplace/item/514419520866162/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Honda civic DX Coupe 2D,153K miles,"$4,800","Phoenix, AZ",www.facebook.com/marketplace/item/928752498152078/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Dodge charger,26K miles,"$15,999","Peoria, AZ",www.facebook.com/marketplace/item/482748743908939/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Kia soul Sport Wagon 4D,195K miles,"$3,595","Phoenix, AZ",www.facebook.com/marketplace/item/940150493810839/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
